date, pm25, pm10, o3, no2, so2, co
2017/8/15, 58, 39, 39, 26, 1, 8
2017/8/16, 72, 47, 52, 31, 2, 9
2017/8/17, 83, 40, 47, 27, 2, 9
2017/8/18, 80, 29, 40, 16, 3, 8
2017/8/19, 87, 34, 35, 16, 1, 8
2017/8/20, 67, 37, 35, 26, 2, 8
2017/8/21, 75, 37, 37, 23, 1, 8
2017/8/22, 71, 37, 40, 23, 1, 13
2017/8/23, 73, 38, 43, 22, 1, 9
2017/8/24, 77, 37, 38, 20, 1, 9
2017/8/25, 73, 32, 41, 16, 1, 8
2017/8/26, 69, 36, 41, 26, 1, 9
2017/8/27, 72, 35, 43, 26, 2, 9
2017/8/28, 69, 33, 41, 25, 2, 8
2017/8/29, 68, 34, 41, 24, 2, 8
2017/8/30, 69, 32, 38, 25, 1, 8
2017/8/31, 69, 37, 41, 20, 2, 8
2017/9/1, 72, 38, 40, 13, 1, 7
2017/9/2, 73, 37, 40, 22, 1, 8
2017/9/3, 67, 34, 39, 30, 1, 8
2017/9/4, 61, 38, 36, 26, 1, 7
2017/9/5, 72, 45, 34, 26, 1, 7
2017/9/6, 65, , , , , 
2017/9/11, 68, 44, 37, 33, 2, 9
2017/9/12, 85, 55, 31, 25, 1, 8
2017/9/13, 83, 51, 32, 28, 1, 8
2017/9/14, 71, 39, 38, 28, 1, 7
2017/9/15, 67, 32, 40, 26, 2, 7
2017/9/16, 69, 39, 42, 32, 2, 7
2017/9/17, 73, 46, 41, 34, 2, 7
2017/9/18, 83, 57, 46, 37, 1, 8
2017/9/19, 102, 39, 30, 26, 1, 7
2017/9/20, 82, 42, 32, 16, 1, 7
2017/9/21, 80, 33, 39, 15, 1, 7
2017/9/22, 57, 24, 42, 13, 1, 6
2017/9/23, 45, 28, 42, 29, 1, 7
2017/9/24, 54, 40, 39, 27, 1, 7
2017/9/25, 66, 29, 39, 26, 1, 6
2017/9/26, 59, 35, 36, 29, 1, 7
2017/9/27, 58, 32, 37, 31, 1, 7
2017/9/28, 61, 38, 45, 23, 1, 7
2017/9/29, 71, 27, 41, 4, 1, 6
2017/9/30, 61, 33, 34, 26, 1, 7
2017/4/1, 62, 17, 35, 39, 1, 9
2017/4/2, 44, 18, 39, 30, 1, 9
2017/4/3, 53, 18, 35, 34, 1, 10
2017/4/4, 69, 48, 45, 44, 1, 10
2017/4/5, 74, 36, 58, 47, 2, 10
2017/4/6, 80, 20, 45, 27, 1, 9
2017/4/7, 58, 20, 43, 19, 1, 9
2017/4/8, 69, 21, 40, 29, 1, 9
2017/4/9, 58, 16, 45, 17, 2, 8
2017/4/10, 50, 24, 47, 19, 2, 8
2017/4/11, 68, 50, 24, 44, 1, 11
2017/4/12, 108, 42, 43, 29, 1, 9
2017/4/13, 86, 25, 48, 25, 1, 9
2017/4/14, 65, 21, 47, 25, 1, 9
2017/4/15, 71, 22, 40, 24, 1, 8
2017/4/16, 72, 18, 38, 13, 1, 8
2017/4/17, 70, 19, 13, 38, 1, 10
2017/4/18, 67, 31, , 31, , 11
2017/4/19, 71, 25, 41, 30, 1, 8
2017/4/20, 61, 32, 52, 38, 2, 10
2017/4/21, 78, 44, 53, 36, 1, 10
2017/4/22, 87, 27, 44, 25, 1, 8
2017/4/23, 58, 29, 44, 21, 1, 6
2017/4/24, 57, 37, 46, 26, 1, 6
2017/4/25, 79, 45, 34, 31, 2, 9
2017/4/26, 86, 38, 44, 32, 1, 9
2017/4/27, 74, 35, 42, 28, 1, 10
2017/4/28, 77, 39, 42, 20, 1, 9
2017/4/29, 83, 45, 38, 30, 1, 9
2017/4/30, 85, 57, 52, 35, 2, 8
2017/5/1, 102, 51, 40, 17, 1, 9
2017/5/2, 94, 54, 35, 30, 2, 9
2017/5/3, 83, 50, 36, 25, 1, 8
2017/5/4, 88, 42, 40, 25, 1, 9
2017/5/5, 84, 35, 45, 20, 1, 8
2017/5/6, 83, 44, 49, 35, 2, 9
2017/5/7, 91, 47, 50, 48, 3, 9
2017/5/8, 96, 57, 43, 55, 2, 11
2017/5/9, 105, 61, 39, 59, 2, 11
2017/5/10, 105, 33, 38, 33, 1, 9
2017/5/11, 73, 30, 41, 29, 1, 8
2017/5/12, 67, 33, 38, 21, 2, 8
2017/5/13, 77, 59, 4, 53, 3, 13
2017/5/14, 109, 126, 37, 46, 2, 13
2017/5/15, 109, 61, 40, 32, 1, 8
2017/5/16, 69, 46, 37, 38, 2, 9
2017/5/17, 81, 46, 42, 33, 2, 9
2017/5/18, 77, 32, 40, 20, 1, 7
2017/5/19, 59, 30, 45, 18, 1, 7
2017/5/20, 54, 40, 47, 40, 1, 7
2017/5/21, 58, 46, 49, 62, 2, 10
2017/5/22, 75, 43, 38, 35, 1, 7
2017/5/23, 69, 33, 44, 37, 1, 8
2017/5/24, 66, 34, 41, 32, 2, 9
2017/5/25, 66, 27, 40, 33, 2, 8
2017/5/26, 60, 38, 44, 38, 2, 9
2017/5/27, 78, 35, 35, 42, 2, 9
2017/5/28, 65, 36, 30, 25, 1, 9
2017/5/29, 65, 25, 37, 18, 1, 8
2017/5/30, 57, 15, 39, 13, 1, 7
2017/5/31, 44, 25, 38, 42, 2, 9
2017/6/1, 55, 28, 41, 37, 2, 9
2017/6/2, 65, 22, 41, 27, 1, 7
2017/6/3, 62, 28, 35, 40, 1, 10
2017/6/4, 68, 41, 30, 25, 1, 10
2017/6/5, 77, 42, 33, 24, 1, 10
2017/6/6, 70, 44, 28, 22, 1, 10
2017/6/7, 81, 48, 27, 16, 1, 10
2017/6/8, 78, 47, 31, 18, 1, 10
2017/6/9, 82, 45, 39, 15, 1, 10
2017/6/10, 70, 37, 38, 21, 1, 7
2017/6/11, 54, 38, 38, 14, 1, 9
2017/6/12, 69, 30, 39, 16, 1, 8
2017/6/13, 64, 36, 38, 13, 2, 7
2017/6/14, 63, 38, 40, 13, 1, 6
2017/6/15, 70, 65, 35, 5, 1, 9
2017/6/16, 63, 42, 39, 5, 1, 9
2017/6/17, 68, 40, 37, 15, 1, 9
2017/6/18, 77, 47, 39, 26, 1, 8
2017/6/19, 80, 33, 37, 30, 1, 7
2017/6/20, 60, 38, 42, 37, 1, 8
2017/6/21, 60, 31, 40, 31, 1, 8
2017/6/22, 63, 34, 39, 25, 1, 9
2017/6/23, 65, 29, 39, 18, 1, 9
2017/6/24, 60, 25, 39, 25, 1, 8
2017/6/25, 65, 38, 36, 26, 1, 8
2017/6/26, 75, 35, 35, 27, 1, 8
2017/6/27, 80, 23, 33, 26, 1, 8
2017/6/28, 71, 21, 33, 33, 1, 9
2017/6/29, 68, 29, 33, 33, 2, 9
2017/6/30, 85, 35, 39, 21, 1, 7
2017/1/2, 54, 14, 21, 47, 2, 10
2017/1/3, 48, 18, 22, 47, 2, 9
2017/1/4, 52, 14, 28, 49, 2, 10
2017/1/5, 57, 32, 29, 51, 2, 15
2017/1/6, 80, 24, 40, 30, 3, 9
2017/1/7, 70, 42, 36, 28, 2, 6
2017/1/8, 82, 49, 35, 29, 1, 7
2017/1/9, 82, 38, 26, 45, 2, 9
2017/1/10, 76, 36, 27, 41, 2, 10
2017/1/11, 82, 39, 27, 43, 2, 10
2017/1/12, 79, 25, 33, 33, 1, 9
2017/1/13, 61, 20, 22, 25, 1, 9
2017/1/14, 61, 17, 31, 35, 2, 10
2017/1/15, 61, 30, 21, 38, 2, 13
2017/1/16, 110, 48, 22, 46, 3, 13
2017/1/17, 94, 48, 33, 47, 3, 13
2017/1/18, 129, 30, 33, 35, 2, 10
2017/1/19, 83, 20, 36, 31, 2, 9
2017/1/20, 76, 21, , 24, , 9
2017/1/21, 48, 18, 29, 37, 2, 9
2017/1/22, 63, 27, 30, 47, 2, 11
2017/1/23, 77, 44, 22, 60, 2, 15
2017/1/24, 70, 45, 34, 41, 1, 11
2017/1/25, 85, 26, 38, 38, 1, 9
2017/1/26, 56, 38, 36, 12, 1, 7
2017/1/27, 50, 25, 35, 8, 1, 7
2017/1/28, 40, 14, 31, 34, 1, 9
2017/1/29, 57, 22, 35, 48, 2, 11
2017/1/30, 68, 16, 27, 40, 1, 10
2017/1/31, 56, 11, 33, 23, 1, 8
2017/2/1, 50, 19, 32, 34, 1, 10
2017/2/2, 62, 15, 37, 25, 2, 10
2017/2/3, 65, 20, 31, 30, 1, 11
2017/2/4, 69, 28, 34, 45, 2, 13
2017/2/5, 75, 21, 36, 38, 1, 10
2017/2/6, 83, 21, 32, 59, 1, 13
2017/2/7, 76, 38, 51, 56, 2, 11
2017/2/8, 92, 24, 36, 45, 1, 11
2017/2/9, 81, 28, 41, 32, 1, 10
2017/2/10, 83, 28, 43, 25, 1, 9
2017/2/11, 93, 21, 33, 39, 1, 11
2017/2/12, 61, 20, 33, 37, 1, 10
2017/2/13, 52, 15, 33, 37, 1, 11
2017/2/14, 51, 18, 28, 34, 1, 11
2017/2/15, 43, 10, 29, 31, 1, 8
2017/2/16, 39, 17, 35, 29, 1, 11
2017/2/17, 52, 15, 38, 22, 2, 10
2017/2/18, 58, 31, 30, 52, 2, 13
2017/2/19, 69, 30, 34, 60, 2, 12
2017/2/20, 68, 28, 39, 51, 2, 11
2017/2/21, 68, 27, 25, 52, 2, 13
2017/2/22, 80, 26, 35, 36, 2, 12
2017/2/23, 70, 22, 36, 25, 1, 11
2017/2/24, 72, 30, 38, 26, 1, 10
2017/2/25, 86, 38, 28, 43, 2, 13
2017/2/26, 89, 34, 28, 35, 1, 13
2017/2/27, 95, 37, 28, 40, 2, 13
2017/2/28, 100, 65, 22, 30, 1, 11
2017/3/1, 129, 35, 34, 28, 1, 11
2017/3/2, 91, 24, 40, 24, 1, 9
2017/3/3, 53, 12, 40, 19, 1, 8
2017/3/4, 44, 16, 36, 32, 1, 10
2017/3/5, 55, 16, 42, 32, 1, 10
2017/3/6, 65, 23, 46, 32, 1, 11
2017/3/7, 69, 20, 39, 38, 1, 10
2017/3/8, 63, 26, 32, 41, 1, 11
2017/3/9, 69, 35, 31, 23, 1, 10
2017/3/10, 75, 60, 33, 22, 1, 11
2017/3/11, 107, 62, 34, 39, 1, 10
2017/3/12, 104, 25, 33, 31, 1, 10
2017/3/13, 53, 17, 36, 33, 1, 11
2017/3/14, 50, 24, 38, 31, 1, 11
2017/3/15, 51, 16, 40, 36, 1, 11
2017/3/16, 45, 18, 39, 26, 1, 10
2017/3/17, 61, 24, 37, 16, 1, 10
2017/3/18, 67, 13, 49, 30, 1, 11
2017/3/19, 41, 17, 44, 32, 1, 9
2017/3/20, 57, 17, 37, 38, 1, 11
2017/3/21, 62, 29, 40, 32, 1, 13
2017/3/22, 88, 17, 33, 25, 1, 12
2017/3/23, 82, 15, 47, 16, 1, 8
2017/3/24, 64, 13, 48, 18, 1, 8
2017/3/25, 56, 15, 42, 31, 1, 9
2017/3/26, 62, 16, 40, 36, 1, 10
2017/3/27, 63, 23, 38, 33, 1, 9
2017/3/28, 68, 27, 37, 33, 1, 10
2017/3/29, 81, 29, 42, 35, 1, 40
2017/3/30, 85, 28, 45, 24, 1, 9
2017/3/31, 77, 25, 22, 21, 1, 9
2016/10/1, 64, 72, 31, 44, 2, 10
2016/10/2, 81, 66, 43, 29, 2, 9
2016/10/3, 82, 32, 48, 19, 1, 5
2016/10/4, 66, 43, 16, 37, 1, 8
2016/10/5, 69, 35, 32, 30, 1, 6
2016/10/6, 69, 37, 32, 24, 1, 6
2016/10/7, 74, 27, 41, 16, 1, 5
2016/10/8, 60, 39, 30, 34, 1, 6
2016/10/9, 63, 41, 28, 31, 1, 6
2016/10/10, 62, 37, 29, 16, 1, 5
2016/10/11, 55, 28, 42, 10, 1, 4
2016/10/12, 59, 54, 28, 35, 1, 8
2016/10/13, 85, 62, 27, 25, 1, 8
2016/10/14, 95, 36, 33, 19, 1, 5
2016/10/15, 62, 52, 41, 23, 1, 8
2016/10/16, 78, 31, 44, 19, 1, 6
2016/10/17, 67, 31, 38, 37, 1, 7
2016/10/18, 67, 29, 32, 32, 1, 7
2016/10/19, 64, 36, 39, 28, 1, 8
2016/10/20, 74, 30, 40, 23, 1, 6
2016/10/21, 70, 22, 36, 18, 1, 6
2016/10/22, 60, 26, 35, 30, 1, 7
2016/10/23, 63, 20, 37, 19, 1, 6
2016/10/24, 63, 35, 35, 25, 1, 6
2016/10/25, 71, 44, 35, 29, 1, 6
2016/10/26, 77, 65, 29, 43, 2, 9
2016/10/27, 96, 40, 39, 36, 1, 8
2016/10/28, 70, 49, 43, 20, 1, 6
2016/10/29, 93, 42, 33, 35, 1, 6
2016/10/30, 89, 28, 25, 32, 1, 7
2016/10/31, 59, 32, 36, 21, 1, 6
2016/11/1, 53, 30, 35, 27, 1, 5
2016/11/2, 49, 60, 32, 38, 1, 6
2016/11/3, 80, 55, 42, 35, 2, 8
2016/11/4, 84, 30, 45, 22, 1, 5
2016/11/5, 63, 34, 33, 42, 1, 7
2016/11/6, 63, 29, 32, 36, 2, 6
2016/11/7, 64, 51, 34, 48, 2, 8
2016/11/8, 85, 69, 25, 61, 2, 12
2016/11/9, 106, 73, 60, 63, 2, 11
2016/11/10, 113, 47, 40, 34, 1, 7
2016/11/11, 85, 45, 39, 25, 1, 7
2016/11/12, 73, 46, 23, 35, 2, 9
2016/11/13, 84, 34, 31, 31, 2, 8
2016/11/14, 76, 30, 27, 35, 1, 8
2016/11/15, 59, 29, 35, 33, 1, 7
2016/11/16, 49, 37, 31, 38, 2, 6
2016/11/17, 51, 39, 33, 29, 2, 7
2016/11/18, 68, 66, 27, 33, 2, 9
2016/11/19, 84, 71, 26, 49, 2, 8
2016/11/20, 91, 60, 26, 44, 2, 7
2016/11/21, 71, 77, 24, 41, 2, 7
2016/11/22, 80, 86, 23, 38, 2, 7
2016/11/23, 88, 87, 27, 40, 3, 7
2016/11/24, 80, 87, 31, 40, 4, 7
2016/11/25, 98, 49, 34, 36, 4, 9
2016/11/26, 77, 89, 21, 59, 3, 12
2016/11/27, 109, 67, 24, 51, 1, 10
2016/11/28, 101, 63, 19, 42, 1, 11
2016/11/29, 91, 53, 31, 34, 1, 10
2016/11/30, 69, 60, 30, 12, 1, 8
2016/12/1, 67, 39, 31, 8, 1, 6
2016/12/2, 53, 20, 23, 17, 1, 9
2016/12/3, 56, 41, 12, 32, 1, 12
2016/12/4, 80, 47, 10, 31, 1, 10
2016/12/5, 82, 53, 27, 33, 1, 10
2016/12/6, 78, 54, 23, 31, 1, 10
2016/12/7, 91, 28, 20, 28, 1, 10
2016/12/8, 74, 15, 26, 16, , 7
2016/12/9, 64, 24, 30, 17, , 9
2016/12/10, 65, 22, 24, 27, 1, 8
2016/12/11, 53, 32, 26, 32, 1, 9
2016/12/12, 69, 40, 34, 18, 1, 8
2016/12/13, 62, 42, 32, 15, 1, 6
2016/12/14, 43, 37, 31, 34, 1, 7
2016/12/15, 53, 19, 22, 45, 1, 9
2016/12/16, 52, 17, 30, 31, 1, 9
2016/12/17, 46, 19, 23, 38, 4, 8
2016/12/18, 49, 23, 24, 31, 1, 7
2016/12/19, 55, 30, 24, 38, 1, 10
2016/12/20, 59, 32, 20, 47, 1, 11
2016/12/21, 65, 33, 27, 46, 2, 10
2016/12/22, 63, 38, 29, 43, 1, 11
2016/12/23, 89, 25, 32, 30, 1, 9
2016/12/24, 61, 18, 26, 36, 1, 8
2016/12/25, 51, 24, 25, 41, 1, 11
2016/12/26, 62, 27, 30, 36, 1, 9
2016/12/27, 50, 31, 18, 41, 1, 10
2016/12/28, 59, 34, 27, 48, 1, 11
2016/12/29, 67, 28, 30, 32, 1, 9
2016/12/30, 57, 20, 31, 22, , 9
2016/12/31, 48, 27, 26, 36, 1, 11
2017/1/1, 56, 15, 24, 44, 1, 9
2016/7/1, 63, 35, 40, 21, , 6
2016/7/2, 70, 40, 32, 30, , 6
2016/7/3, 65, 41, 37, 34, 1, 8
2016/7/4, 61, 37, 37, 31, 1, 7
2016/7/5, 61, 35, 35, 32, 1, 8
2016/7/6, 63, 39, 32, 35, 1, 8
2016/7/7, 65, 29, 37, 30, 1, 7
2016/7/8, 59, 33, 34, 19, 1, 6
2016/7/9, 62, 37, 29, 26, 1, 7
2016/7/10, 64, 31, 35, 24, 1, 6
2016/7/11, 58, 37, 34, 24, 1, 7
2016/7/12, 56, 34, 24, 26, 1, 7
2016/7/13, 59, 37, 17, 27, 1, 8
2016/7/14, 61, 26, 33, 21, 1, 6
2016/7/15, 64, 20, 33, 19, , 6
2016/7/16, 55, 33, 32, 33, , 7
2016/7/17, 64, 30, 36, 28, 1, 7
2016/7/18, 48, 27, 37, 32, 1, 7
2016/7/19, 50, 36, 39, 34, 1, 7
2016/7/20, 62, 34, 38, 29, 1, 7
2016/7/21, 60, 36, 32, 29, 1, 7
2016/7/22, 64, 29, 29, 19, 1, 6
2016/7/23, 53, 35, 39, 34, 1, 7
2016/7/24, 62, 41, 40, 32, 1, 7
2016/7/25, 72, 41, 37, 29, 1, 7
2016/7/26, 70, 38, 38, 32, 1, 8
2016/7/27, 74, 31, 39, 34, 1, 7
2016/7/28, 63, 40, 37, 30, 1, 7
2016/7/29, 68, 35, 43, 21, 1, 6
2016/7/30, 73, 37, 34, 33, 1, 7
2016/7/31, 79, 39, 33, 26, 1, 6
2016/8/1, 80, 40, 41, 32, 1, 36
2016/8/2, 87, 46, 44, 32, 1, 7
2016/8/3, 95, 37, 46, 33, 1, 7
2016/8/4, 86, 38, 36, 31, 1, 8
2016/8/5, 75, 34, 40, 20, 1, 7
2016/8/6, 86, 26, 33, 16, 1, 5
2016/8/7, 66, 33, 39, 28, 1, 6
2016/8/8, 68, 39, 21, 38, 1, 6
2016/8/9, 67, 35, 32, 18, 1, 5
2016/8/10, 63, 25, 32, 28, 1, 5
2016/8/11, 65, 32, 35, 25, 1, 7
2016/8/12, 67, 30, 21, 18, 1, 6
2016/8/13, 71, 37, 29, 34, 1, 7
2016/8/14, 86, 32, 38, 33, 1, 5
2016/8/15, 55, 27, 37, 38, 1, 5
2016/8/16, 57, 33, 34, 37, 1, 4
2016/8/17, 57, 33, 34, 32, 1, 5
2016/8/18, 63, 24, 36, 27, 1, 2
2016/8/19, 53, 16, 33, 17, 1, 6
2016/8/20, 45, 22, 28, 30, 1, 6
2016/8/21, 50, 23, 32, 19, 1, 6
2016/8/22, 58, 25, 32, 27, 1, 5
2016/8/23, 55, 24, 33, 22, 1, 4
2016/8/24, 63, 24, 37, 36, 1, 6
2016/8/25, 67, 34, 39, 25, 1, 5
2016/8/26, 70, 24, 37, 14, 1, 4
2016/8/27, 64, 33, 38, 19, 1, 5
2016/8/28, 71, 30, 35, 17, 1, 5
2016/8/29, 57, 26, 36, 18, 1, 5
2016/8/30, 55, 22, 38, 26, 1, 5
2016/8/31, 76, 24, 38, 34, 1, 5
2016/9/1, 85, 28, 41, 34, 1, 5
2016/9/2, 69, 26, 39, 24, 1, 5
2016/9/3, 53, 31, 35, 33, 1, 6
2016/9/4, 60, 29, 37, 32, 1, 6
2016/9/5, 61, 28, 30, 24, 1, 6
2016/9/6, 61, 36, 30, 24, 1, 5
2016/9/7, 78, 25, 32, 18, 1, 5
2016/9/8, 54, 28, 30, 22, 1, 6
2016/9/9, 61, 28, 32, 18, 1, 5
2016/9/10, 53, 47, 22, 24, 1, 7
2016/9/11, 72, 40, 22, 20, 1, 6
2016/9/12, 58, 26, 26, 22, 1, 6
2016/9/13, 65, 33, 27, 19, 1, 5
2016/9/14, 54, 44, 11, 40, 1, 7
2016/9/15, 70, 33, 33, 30, 1, 6
2016/9/16, 75, 42, 23, 17, 1, 6
2016/9/17, 70, 38, 17, 33, 1, 7
2016/9/18, 63, 31, 30, 34, 1, 6
2016/9/19, 65, 35, 25, 35, 1, 7
2016/9/20, 70, 43, 13, 27, 1, 7
2016/9/21, 72, 45, 19, 28, 1, 7
2016/9/22, 78, 22, 22, 27, 1, 6
2016/9/23, 39, 22, 38, 16, 1, 5
2016/9/24, 44, 44, 29, 29, 2, 7
2016/9/25, 64, 23, 38, 22, 1, 6
2016/9/26, 59, 43, 13, 33, 2, 6
2016/9/27, 58, 29, 27, 30, 1, 7
2016/9/28, 53, 39, 26, 22, 1, 6
2016/9/29, 58, 48, 23, 37, 1, 7
2016/9/30, 76, 34, 46, 22, 1, 6
2016/4/1, 72, 27, 49, 24, 1, 6
2016/4/2, 71, 41, 49, 38, 2, 9
2016/4/3, 90, 28, 40, 31, 1, 7
2016/4/4, 71, 43, 37, 37, 1, 9
2016/4/5, 97, 38, 38, 34, 1, 7
2016/4/6, 81, 41, 34, 30, 1, 7
2016/4/7, 88, 60, 33, 41, 1, 10
2016/4/8, 102, 88, 40, 24, , 7
2016/4/9, 127, 109, 34, 28, 1, 7
2016/4/10, 148, 52, 27, 24, , 7
2016/4/11, 82, 34, 37, 34, , 7
2016/4/12, 53, 29, 41, 35, , 7
2016/4/13, 54, 33, 35, 37, , 8
2016/4/14, 58, 31, 37, 27, 1, 8
2016/4/15, 63, 21, 45, 22, 1, 6
2016/4/16, 72, 57, 35, 43, 1, 10
2016/4/17, 96, 49, 37, 28, 1, 8
2016/4/18, 86, 48, 30, 40, 1, 8
2016/4/19, 87, 57, 46, 52, 1, 12
2016/4/20, 106, 42, 43, 53, 1, 9
2016/4/21, 90, 30, 37, 33, 1, 9
2016/4/22, 76, 26, 44, 20, , 7
2016/4/23, 57, 47, 48, 42, 1, 8
2016/4/24, 68, 60, 41, 37, 1, 7
2016/4/25, 78, 74, 66, 53, 1, 8
2016/4/26, 101, 47, 44, 24, , 6
2016/4/27, 63, 24, 41, 23, , 6
2016/4/28, 40, 26, 40, 16, , 6
2016/4/29, 55, 28, 39, 17, , 7
2016/4/30, 60, 80, 41, 42, 1, 10
2016/5/1, 109, 39, 34, 28, , 7
2016/5/2, 66, 62, 36, 35, 1, 8
2016/5/3, 88, 54, 39, 30, , 7
2016/5/4, 64, 61, 36, 33, 1, 7
2016/5/5, 72, 39, 40, 25, 1, 7
2016/5/6, 62, 21, 39, 15, , 6
2016/5/7, 45, 28, 41, 27, , 7
2016/5/8, 50, 30, 39, 32, 2, 7
2016/5/9, 62, 30, 41, 28, , 7
2016/5/10, 62, 26, 39, 27, , 7
2016/5/11, 54, 36, 41, 22, 1, 9
2016/5/12, 77, 39, 45, 33, 1, 8
2016/5/13, 84, 76, 32, 27, 1, 9
2016/5/14, 134, 99, 35, 35, 1, 7
2016/5/15, 146, 75, 31, 34, 2, 7
2016/5/16, 120, 42, 40, 27, , 6
2016/5/17, 66, 30, 39, 37, , 7
2016/5/18, 54, 32, 38, 34, 1, 6
2016/5/19, 58, 29, 42, 27, 1, 6
2016/5/20, 55, 25, 42, 19, 1, 6
2016/5/21, 55, 38, 43, 44, 1, 7
2016/5/22, 71, 38, 42, 33, , 6
2016/5/23, 55, 41, 44, 37, , 7
2016/5/24, 65, 37, 45, 36, , 7
2016/5/25, 66, 68, 47, 49, 1, 11
2016/5/26, 109, 33, 46, 27, , 6
2016/5/27, 55, 29, 46, 16, , 5
2016/5/28, 51, 28, 41, 33, , 6
2016/5/29, 51, 28, 36, 29, , 6
2016/5/30, 55, 30, 36, 34, 1, 7
2016/5/31, 58, 43, 45, 40, 1, 7
2016/6/1, 82, 42, 41, 43, 1, 8
2016/6/2, 77, 56, 47, 47, 2, 10
2016/6/3, 101, 66, 46, 30, 1, 8
2016/6/4, 116, 46, 37, 32, 1, 7
2016/6/5, 85, 33, 34, 32, , 6
2016/6/6, 59, 38, 46, 49, 2, 8
2016/6/7, 70, 48, 36, 31, , 6
2016/6/8, 66, 34, 40, 32, , 6
2016/6/9, 56, 35, 37, 29, , 6
2016/6/10, 57, 24, 35, 21, , 5
2016/6/11, 48, 21, 35, 13, , 5
2016/6/12, 52, 43, 49, 29, , 7
2016/6/13, 78, 31, 41, 25, , 5
2016/6/14, 68, 45, 37, 38, , 8
2016/6/15, 76, 33, 30, 25, , 5
2016/6/16, 56, 36, 30, 21, , 6
2016/6/17, 67, 25, 33, 15, , 6
2016/6/18, 57, 25, 38, 29, , 6
2016/6/19, 58, 32, 38, 34, , 6
2016/6/20, 67, 38, 30, 35, , 6
2016/6/21, 72, 46, , 32, , 8
2016/6/22, 82, 49, 27, 32, , 6
2016/6/23, 91, 46, 33, 25, , 6
2016/6/24, 86, 46, 34, 18, , 6
2016/6/25, 91, 43, 33, 24, , 6
2016/6/26, 82, 37, 28, 22, , 5
2016/6/27, 61, 36, 35, 30, , 6
2016/6/28, 65, 39, 35, 29, , 6
2016/6/29, 75, 40, 31, 26, , 6
2016/6/30, 73, 49, 35, 26, , 6
2016/1/4, 57, 38, 24, 30, 1, 7
2016/1/5, 59, 43, 21, 43, 1, 10
2016/1/6, 67, 70, 29, 36, 1, 9
2016/1/7, 94, 409, 32, 7, , 5
2016/1/8, 225, 40, 32, 10, , 7
2016/1/9, 51, 29, 24, 34, , 8
2016/1/10, 58, 45, 21, 39, 1, 10
2016/1/11, 89, 38, 25, 34, 1, 6
2016/1/12, 83, 48, 24, 43, 1, 9
2016/1/13, 100, 36, 29, 32, 1, 6
2016/1/14, 71, 31, 29, 29, , 6
2016/1/15, 57, 34, 30, 30, 1, 7
2016/1/16, 72, 50, 24, 48, 1, 9
2016/1/17, 86, 445, 33, 21, 1, 4
2016/1/18, 246, 162, 31, 19, , 4
2016/1/19, 140, 27, 16, 31, , 5
2016/1/20, 62, 49, 21, 37, 1, 9
2016/1/21, 88, 69, 32, 34, 1, 8
2016/1/22, 118, 40, 37, 12, , 5
2016/1/23, 81, 43, 35, 11, , 4
2016/1/24, 64, 19, 34, 74, , 5
2016/1/25, 49, 15, 18, 85, , 6
2016/1/26, 48, 22, 20, 33, 1, 6
2016/1/27, 51, 31, 23, 36, 4, 7
2016/1/28, 70, 34, 25, 42, 2, 8
2016/1/29, 75, 28, 30, 31, 1, 9
2016/1/30, 82, 47, 26, 47, 2, 10
2016/1/31, 105, 48, 27, 50, 1, 10
2016/2/1, 96, 37, 31, 39, 1, 8
2016/2/2, 84, 38, 23, 36, 1, 8
2016/2/3, 83, 49, 30, 54, 1, 12
2016/2/4, 67, 50, 49, 41, 1, 10
2016/2/5, 83, 26, 34, 14, , 5
2016/2/6, 59, 28, 31, 21, , 5
2016/2/7, 56, 25, 15, 33, , 7
2016/2/8, 58, 27, 28, 37, , 8
2016/2/9, 61, 34, 33, 40, 1, 8
2016/2/10, 72, 30, 34, 37, , 8
2016/2/11, 62, 29, 38, 32, 1, 8
2016/2/12, 67, 40, 41, 29, , 9
2016/2/13, 88, 49, 42, 44, 1, 10
2016/2/14, 92, 54, 25, 44, 1, 10
2016/2/15, 84, 56, 25, 40, 1, 9
2016/2/16, 86, 53, 26, 44, 1, 10
2016/2/17, 91, 57, 17, 51, 1, 12
2016/2/18, 89, 59, 56, 36, 1, 10
2016/2/19, 119, 63, 34, 18, , 6
2016/2/20, 95, 46, 37, 31, , 7
2016/2/21, 72, 44, 36, 31, , 8
2016/2/22, 53, 33, 24, 36, , 8
2016/2/23, 60, 34, 32, 37, 1, 8
2016/2/24, 65, 50, 30, 42, 1, 9
2016/2/25, 88, 47, 52, 36, , 9
2016/2/26, 91, 37, 45, 25, , 8
2016/2/27, 85, 49, 37, 32, , 8
2016/2/28, 89, 53, 33, 43, , 9
2016/2/29, 88, 51, 36, 46, , 4
2016/3/1, 87, 44, 27, 45, , 1
2016/3/2, 70, 49, 37, 36, , 2
2016/3/3, 78, 34, 39, 30, 1, 2
2016/3/4, 61, 29, 43, 19, 1, 1
2016/3/5, 60, 32, 36, 25, , 1
2016/3/6, 47, 51, 25, 39, 1, 1
2016/3/7, 83, 39, 39, 35, , 7
2016/3/8, 65, 84, 20, 53, 1, 13
2016/3/9, 126, 61, 42, 31, , 7
2016/3/10, 96, 36, 37, 21, , 6
2016/3/11, 59, 30, 37, 17, , 6
