date, pm25, pm10, o3, no2, so2, co
2022/9/4, 72, , 32, 7, 1, 6
2022/9/5, 65, , 37, 7, , 6
2022/9/6, 66, , 37, 7, 1, 6
2022/9/7, 62, , 37, 11, 1, 6
2022/9/8, 66, , 47, 11, 1, 6
2022/9/9, 64, , 41, 7, 1, 6
2022/9/10, 58, , 44, 11, 1, 6
2022/9/11, 60, , 38, 12, 1, 6
2022/9/12, 62, , 29, 10, 1, 6
2022/9/13, 69, , 39, 7, 1, 6
2022/9/14, 62, , 41, 10, 1, 6
2022/9/15, 52, , 46, 13, 1, 7
2022/9/16, 63, , 41, 5, 1, 6
2022/9/17, 58, , 36, 11, 1, 6
2022/9/18, 58, , 39, 6, 1, 5
2022/9/19, 57, , 32, 10, 1, 6
2022/9/20, 54, , 37, 9, 1, 6
2022/9/21, 47, , 36, 10, 1, 6
2022/9/22, 45, , 36, 13, 1, 7
2022/9/23, 53, , 41, 7, 1, 6
2022/9/24, 42, , 40, 11, 2, 7
2022/9/25, 40, , 58, 8, 2, 6
2022/9/26, 48, , 44, 8, 1, 6
2022/9/27, 52, , 39, 13, 2, 7
2022/9/28, 53, , 30, 14, 1, 6
2022/9/29, 59, , 29, 10, 1, 7
2022/9/30, 55, , 27, 7, 1, 6
2022/4/1, 115, , 147, 50, 3, 11
2022/4/2, 110, , 117, 50, 3, 8
2022/4/3, 109, , 67, 45, 3, 9
2022/4/4, 148, , 76, 79, 4, 12
2022/4/5, 146, , 117, 30, 4, 6
2022/4/6, 146, , 101, 37, 3, 7
2022/4/7, 143, , 108, 14, 2, 6
2022/4/8, 138, , 109, 10, 2, 6
2022/4/9, 60, , 107, 23, 3, 7
2022/4/10, 73, , 107, 22, 3, 7
2022/4/11, 63, , 108, 17, 2, 6
2022/4/12, 47, , 102, 23, 3, 7
2022/4/13, 41, , 124, 32, 6, 7
2022/4/14, 60, , 126, 29, 5, 8
2022/4/15, 68, , 143, 23, 5, 9
2022/4/16, 75, , 135, 76, 4, 10
2022/4/17, 87, , 111, 33, 4, 7
2022/4/18, 118, , 99, 12, 3, 7
2022/4/19, 82, , 99, 17, 3, 7
2022/4/20, 52, , 97, 16, 3, 7
2022/4/21, 44, , 105, 15, 4, 8
2022/4/22, 52, , 102, 9, 3, 7
2022/4/23, 62, , 97, 23, 3, 6
2022/4/24, 62, , 82, 23, 3, 3
2022/4/25, 74, , 82, 16, 2, 2
2022/4/26, 90, , , 18, , 2
2022/4/27, 47, , 74, 16, 3, 2
2022/4/28, 55, , 131, 33, 3, 4
2022/4/29, 127, , 132, 22, 5, 3
2022/4/30, 133, , 117, 12, 3, 2
2022/5/1, 70, , 118, 22, 3, 2
2022/5/2, 72, , 145, 31, 5, 4
2022/5/3, 109, , 102, 10, 3, 5
2022/5/4, 76, , 108, 7, 3, 4
2022/5/5, 53, , 114, 7, 3, 4
2022/5/6, 48, , 112, 10, 3, 5
2022/5/7, 37, , 119, 26, 4, 5
2022/5/8, 44, , 121, 30, 4, 5
2022/5/9, 48, , 108, 22, 3, 5
2022/5/10, 40, , 102, 36, 5, 6
2022/5/11, 68, , 88, 20, 3, 6
2022/5/12, 59, , 117, 19, 4, 
2022/5/13, 57, , 124, 24, 5, 
2022/5/14, 86, , 103, 16, 3, 6
2022/5/15, 74, , 98, 18, 3, 6
2022/5/16, 63, , 97, 19, 3, 6
2022/5/17, 66, , 94, 27, 3, 7
2022/5/18, 75, , 91, 23, 3, 7
2022/5/19, 80, , 121, 27, 4, 7
2022/5/20, 79, , 42, 36, 3, 10
2022/5/21, 59, , 124, 16, 4, 6
2022/5/22, 67, , 103, 17, 3, 6
2022/5/23, 64, , 110, 21, 3, 6
2022/5/24, 67, , 90, 21, 3, 7
2022/5/25, 65, , 92, 20, 4, 6
2022/5/26, 70, , 106, 18, 3, 6
2022/5/27, 67, , 100, 11, 3, 7
2022/5/28, 63, , 92, 19, 3, 6
2022/5/29, 69, , 92, 25, 2, 6
2022/5/30, 70, , 88, 24, 3, 7
2022/5/31, 78, , 78, 16, 2, 7
2022/6/1, 56, , 81, 23, 3, 7
2022/6/2, 67, , 107, 25, 3, 8
2022/6/3, 80, , 80, 18, 4, 7
2022/6/4, 81, , 70, 16, 3, 7
2022/6/5, 90, , 76, 22, 3, 7
2022/6/6, 76, , 87, 23, 3, 7
2022/6/7, 78, , 98, 19, 3, 7
2022/6/8, 79, , 102, 39, 4, 7
2022/6/9, 60, , 101, 14, 3, 6
2022/6/10, 56, , 88, 18, 4, 6
2022/6/11, 65, , 90, 21, 4, 6
2022/6/12, 61, , 93, 14, 4, 5
2022/6/13, 45, , 87, 17, 4, 5
2022/6/14, 46, , 94, 20, 4, 6
2022/6/15, 55, , 71, 14, 4, 6
2022/6/16, 58, , 107, 8, 4, 5
2022/6/17, 51, , 108, 7, 4, 6
2022/6/18, 67, , 109, 14, 4, 5
2022/6/19, 55, , 112, 18, 4, 5
2022/6/20, 59, , 108, 16, 4, 5
2022/6/21, 54, , 111, 14, 4, 6
2022/6/22, 62, , 99, 23, 5, 7
2022/6/23, 69, , 114, 19, 4, 6
2022/6/24, 73, , 111, 7, 4, 5
2022/6/25, 60, , 113, 8, 3, 6
2022/6/26, 45, , 96, 20, 4, 6
2022/6/27, 54, , 94, 21, 4, 6
2022/6/28, 64, , 82, 19, 4, 6
2022/6/29, 70, , 72, 17, 3, 6
2022/6/30, 51, , 89, 20, 3, 6
2022/1/3, 101, , 74, 38, 3, 4
2022/1/4, 58, , 51, 42, 3, 4
2022/1/5, 80, , 61, 61, 4, 9
2022/1/6, 125, , 73, 46, 4, 9
2022/1/7, 128, , 98, 36, 3, 7
2022/1/8, 133, , 79, 48, 3, 5
2022/1/9, 102, , 62, 41, 4, 3
2022/1/10, 105, , 62, 62, 4, 6
2022/1/11, 114, , 57, 63, 4, 7
2022/1/12, 89, , 81, 40, 5, 4
2022/1/13, 84, , 68, 14, 3, 4
2022/1/14, 43, , 75, 12, 3, 3
2022/1/15, 34, , 72, 32, 3, 4
2022/1/16, 39, , 56, 45, 5, 5
2022/1/17, 68, , 65, 39, 5, 5
2022/1/18, 62, , 74, 17, 4, 3
2022/1/19, 44, , 64, 32, 3, 3
2022/1/20, 33, , 73, 31, 3, 5
2022/1/21, 65, , 84, 23, 4, 5
2022/1/22, 79, , 65, 23, 4, 4
2022/1/23, 79, , 52, 44, 3, 5
2022/1/24, 68, , 90, 49, 3, 6
2022/1/25, 77, , 83, 18, 4, 4
2022/1/26, 52, , 75, 17, 3, 4
2022/1/27, 42, , 63, 18, 3, 4
2022/1/28, 41, , 68, 24, 3, 6
2022/1/29, 43, , 77, 55, 4, 9
2022/1/30, 78, , 68, 47, 4, 6
2022/1/31, 85, , 38, 55, 3, 7
2022/2/1, 66, , 53, 70, 5, 9
2022/2/2, 71, , 81, 48, 5, 7
2022/2/3, 79, , 78, 14, 4, 4
2022/2/4, 156, , 85, 9, 3, 5
2022/2/5, 68, , 84, 38, 4, 6
2022/2/6, 66, , 96, 47, 4, 7
2022/2/7, 73, , 103, 61, 5, 10
2022/2/8, 93, , 81, 38, 4, 7
2022/2/9, 78, , 74, 25, 3, 5
2022/2/10, 42, , 75, 27, 4, 6
2022/2/11, 53, , 105, 30, 4, 7
2022/2/12, 69, , 103, 59, 5, 10
2022/2/13, 92, , 79, 48, 4, 7
2022/2/14, 74, , 77, 36, 4, 6
2022/2/15, 55, , 84, 41, 4, 8
2022/2/16, 65, , 81, 48, 5, 7
2022/2/17, 84, , 101, 33, 6, 8
2022/2/18, 96, , 101, 17, 4, 6
2022/2/19, 104, , 102, 27, 4, 6
2022/2/20, 107, , 97, 35, 4, 8
2022/2/21, 121, , 105, 62, 5, 9
2022/2/22, 114, , 83, 77, 5, 11
2022/2/23, 126, , 88, 33, 4, 8
2022/2/24, 80, , 88, 11, 3, 7
2022/2/25, 55, , 76, 16, 3, 8
2022/2/26, 55, , 83, 31, 4, 8
2022/2/27, 55, , 89, 45, 5, 7
2022/2/28, 67, , 82, 41, 4, 6
2022/3/1, 71, , 46, 51, 4, 8
2022/3/2, 66, , 88, 23, 3, 5
2022/3/3, 67, , 86, 15, 3, 4
2022/3/4, 57, , 92, 21, 4, 5
2022/3/5, 53, , 90, 51, 5, 6
2022/3/6, 92, , 78, 33, 4, 6
2022/3/7, 118, , 92, 40, 4, 6
2022/3/8, 72, , 83, 28, 4, 5
2022/3/9, 52, , 103, 22, 4, 5
2022/3/10, 45, , 91, 10, 3, 5
2022/3/11, 47, , 90, 10, 3, 5
2022/3/12, 43, , 85, 32, 3, 5
2022/3/13, 46, , 90, 21, 3, 4
2022/3/14, 45, , 85, 29, 3, 3
2022/3/15, 46, , 91, 40, 4, 3
2022/3/16, 40, , 100, 41, 3, 3
2022/3/17, 55, , 83, 33, 3, 3
2022/3/18, 58, , 93, 15, 3, 2
2022/3/19, 54, , 91, 23, 4, 2
2022/3/20, 47, , 93, 32, 4, 3
2022/3/21, 55, , 92, 62, 5, 5
2022/3/22, 63, , 108, 45, 5, 4
2022/3/23, 66, , 82, 14, 4, 5
2022/3/24, 51, , , , , 
2022/3/28, 73, , , , , 
2022/3/31, 113, , 146, 51, 3, 10
2021/10/1, 101, , 84, 9, 4, 7
2021/10/2, 103, , 82, 30, 5, 8
2021/10/3, 102, , 97, 31, 6, 9
2021/10/4, 91, , 93, 38, 5, 9
2021/10/5, 87, , 96, 39, 6, 9
2021/10/6, 72, , 127, 38, 5, 10
2021/10/7, 77, , 123, 29, 6, 9
2021/10/8, 83, , 118, 16, 5, 8
2021/10/9, 378, , 111, 38, 5, 9
2021/10/10, 79, , 98, 41, 4, 8
2021/10/11, 77, , 101, 35, 4, 7
2021/10/12, 75, , 65, 29, 4, 5
2021/10/13, 73, , 69, 26, 5, 5
2021/10/14, 277, , 84, 20, 5, 6
2021/10/15, 76, , 81, 24, 4, 5
2021/10/16, 62, , 74, 34, 5, 5
2021/10/17, 76, , 79, 28, 4, 5
2021/10/18, 54, , 81, 33, 5, 5
2021/10/19, 57, , 88, 33, 4, 5
2021/10/20, 66, , 99, 35, 5, 6
2021/10/21, 75, , 113, 28, 5, 6
2021/10/22, 68, , 108, 20, 5, 6
2021/10/23, 66, , 93, 40, 5, 6
2021/10/24, 64, , 93, 43, 5, 6
2021/10/25, 64, , 98, 45, 5, 7
2021/10/26, 76, , 107, 43, 6, 8
2021/10/27, 83, , 96, 61, 8, 8
2021/10/28, 106, , 74, 48, 7, 8
2021/10/29, 126, , 103, 18, 5, 6
2021/10/30, 96, , 44, 52, 5, 7
2021/10/31, 94, , 64, 41, 6, 7
2021/11/1, 103, , 73, 41, 6, 8
2021/11/2, 78, , 78, 39, 5, 8
2021/11/3, 70, , 81, 37, 6, 7
2021/11/4, 63, , 121, 39, 6, 9
2021/11/5, 99, , 101, 39, 7, 9
2021/11/6, 89, , 108, 62, 8, 11
2021/11/7, 98, , 97, 70, 8, 10
2021/11/8, 100, , 94, 68, 8, 10
2021/11/9, 99, , 100, 49, 6, 9
2021/11/10, 93, , 102, 41, 5, 7
2021/11/11, 73, , 93, 52, 6, 8
2021/11/12, 94, , 104, 43, 7, 8
2021/11/13, 133, , 76, 50, 7, 7
2021/11/14, 164, , 94, 54, 5, 9
2021/11/15, 141, , 99, 53, 4, 10
2021/11/16, 123, , 115, 65, 4, 11
2021/11/17, 116, , 100, 52, 3, 10
2021/11/18, 122, , 84, 19, 2, 7
2021/11/19, 78, , 56, 17, 2, 7
2021/11/20, 51, , 64, 46, 3, 9
2021/11/21, 68, , 99, 50, 3, 9
2021/11/22, 78, , 95, 61, 5, 10
2021/11/23, 107, , 95, 65, 5, 9
2021/11/24, 123, , 86, 58, 4, 9
2021/11/25, 115, , 71, 38, 5, 7
2021/11/26, 95, , 95, 44, 4, 8
2021/11/27, 95, , 57, 74, 6, 12
2021/11/28, 101, , 48, 75, 7, 10
2021/11/29, 121, , 99, 51, 7, 8
2021/11/30, 115, , 80, 16, 3, 5
2021/12/1, 63, , 76, 30, 4, 7
2021/12/2, 57, , 74, 43, 5, 7
2021/12/3, 73, , 81, 41, 5, 9
2021/12/4, 83, , 83, 41, 6, 6
2021/12/5, 164, , 70, 56, 6, 6
2021/12/6, 134, , 38, 79, 8, 9
2021/12/7, 102, , 81, 11, 5, 4
2021/12/8, 143, , 60, 37, 5, 6
2021/12/9, 150, , 65, 50, 6, 7
2021/12/10, 82, , 65, 49, 6, 9
2021/12/11, 135, , 20, 74, 8, 16
2021/12/12, 130, , 43, 68, 7, 13
2021/12/13, 131, , 75, 39, 6, 6
2021/12/14, 82, , 84, 32, 5, 5
2021/12/15, 34, , 61, 43, 4, 8
2021/12/16, 135, , 47, 27, 2, 9
2021/12/17, 37, , 78, 12, 3, 7
2021/12/18, 31, , 61, 36, 3, 7
2021/12/19, 53, , 70, 15, 2, 7
2021/12/20, 54, , 49, 39, 3, 8
2021/12/21, 61, , 38, 49, 3, 7
2021/12/22, 73, , 51, 42, 2, 3
2021/12/23, 52, , 70, 25, 3, 3
2021/12/24, 48, , 73, 28, 3, 4
2021/12/25, 57, , 43, 56, 3, 5
2021/12/26, 72, , 43, 65, 4, 6
2021/12/27, 86, , 27, 74, 5, 10
2021/12/28, 99, , 41, 54, 3, 5
2021/12/29, 99, , 55, 48, 3, 3
2021/12/30, 68, , 48, 41, 3, 4
2021/12/31, 68, , 41, 22, 2, 3
2022/1/1, 72, , 58, 37, 3, 4
2022/1/2, 107, , 52, 38, 3, 4
2021/7/1, 129, , 78, 14, 2, 5
2021/7/2, 136, , 77, 11, 2, 5
2021/7/3, 103, , 97, 11, 2, 5
2021/7/4, 56, , 98, 16, 2, 5
2021/7/5, 73, , 91, 15, 2, 5
2021/7/6, 80, , 79, 18, 2, 5
2021/7/7, 92, , 83, 20, 2, 5
2021/7/8, 118, , 83, 14, 2, 6
2021/7/9, 114, , 82, 8, 2, 
2021/7/10, 131, , 74, 16, 2, 6
2021/7/11, 138, , 93, 21, 2, 6
2021/7/12, 136, , 90, 17, 1, 6
2021/7/13, 119, , 98, 15, 1, 6
2021/7/14, 107, , 101, 17, 2, 6
2021/7/15, 130, , 96, 15, 1, 6
2021/7/16, 144, , 85, 9, 1, 6
2021/7/17, 126, , 78, 25, 3, 7
2021/7/18, 111, , 70, 24, 2, 6
2021/7/19, 113, , 62, 11, 2, 5
2021/7/20, 62, , 66, 13, 3, 6
2021/7/21, 56, , 76, 10, 2, 5
2021/7/22, 66, , 108, 10, 2, 6
2021/7/23, 93, , 103, 4, 2, 6
2021/7/24, 77, , 74, 12, 2, 7
2021/7/25, 75, , 73, 14, 3, 7
2021/7/26, 92, , 103, 18, 3, 7
2021/7/27, 111, , 110, 14, 3, 6
2021/7/28, 112, , 94, 14, 2, 7
2021/7/29, 79, , 104, 10, 2, 
2021/7/30, 116, , 95, 8, 2, 
2021/7/31, 122, , 106, 17, 2, 8
2021/8/1, 120, , 92, 38, 3, 9
2021/8/2, 111, , 96, 41, 3, 9
2021/8/3, 114, , 88, 37, 2, 9
2021/8/4, 89, , 106, 38, 3, 9
2021/8/5, 101, , 141, 38, 3, 9
2021/8/6, 89, , 159, 14, 3, 8
2021/8/7, 102, , 105, 13, 2, 8
2021/8/8, 83, , 95, 17, 3, 8
2021/8/9, 68, , 92, 14, 2, 8
2021/8/10, 72, , 95, 18, 2, 8
2021/8/11, 77, , 87, 16, 2, 8
2021/8/12, 83, , 75, 18, 2, 8
2021/8/13, 85, , 98, 7, 3, 8
2021/8/14, 82, , 98, 20, 2, 9
2021/8/15, 146, , 94, 18, 2, 8
2021/8/16, 218, , 108, 15, 2, 6
2021/8/17, 87, , 99, 19, 3, 7
2021/8/18, 69, , 105, 23, 3, 8
2021/8/19, 64, , 96, 16, 3, 8
2021/8/20, 85, , 58, 19, 3, 8
2021/8/21, 94, , 98, 16, 3, 8
2021/8/22, 107, , 97, 17, 3, 9
2021/8/23, 79, , 101, 27, 3, 10
2021/8/24, 87, , 84, 24, 4, 10
2021/8/25, 94, , 88, 21, 4, 10
2021/8/26, 122, , 97, 13, 3, 10
2021/8/27, 120, , 82, 8, 3, 10
2021/8/28, 92, , 63, 17, 3, 12
2021/8/29, 85, , 60, 19, 3, 7
2021/8/30, 88, , 77, 15, 3, 4
2021/8/31, 69, , 83, 21, 3, 5
2021/9/1, 62, , 88, 17, 3, 4
2021/9/2, 76, , 96, 15, 3, 5
2021/9/3, 95, , 107, 10, 3, 5
2021/9/4, 108, , 97, 21, 3, 5
2021/9/5, 76, , 92, 13, 4, 4
2021/9/6, 67, , 102, 6, 4, 4
2021/9/7, 72, , 81, 9, 4, 5
2021/9/8, 69, , 73, 23, 4, 5
2021/9/9, 77, , 95, 7, 3, 4
2021/9/10, 68, , 102, 5, 3, 4
2021/9/11, 54, , 95, 20, 3, 4
2021/9/12, 65, , 117, 36, 4, 5
2021/9/13, 65, , 80, 32, 4, 5
2021/9/14, 73, , 82, 12, 4, 5
2021/9/15, 41, , 107, 3, 4, 4
2021/9/16, 64, , 100, 16, 4, 4
2021/9/17, 76, , 107, 14, 4, 5
2021/9/18, 84, , 105, 34, 5, 5
2021/9/19, 73, , 96, 22, 4, 5
2021/9/20, 84, , 72, 11, 4, 
2021/9/21, 108, , 106, 19, 3, 11
2021/9/22, 95, , 96, 17, 4, 8
2021/9/23, 71, , 99, 13, 4, 8
2021/9/24, 191, , 119, 13, 5, 7
2021/9/25, 56, , 138, 45, 5, 10
2021/9/26, 78, , 115, 12, 4, 8
2021/9/27, 77, , 106, 10, 5, 7
2021/9/28, 73, , 89, 37, 4, 8
2021/9/29, 88, , 92, 31, 4, 8
2021/9/30, 84, , 83, 20, 4, 8
2021/4/1, 57, , 108, 25, 3, 4
2021/4/2, 55, , 107, 14, 2, 4
2021/4/3, 49, , 93, 36, 3, 4
2021/4/4, 70, , 66, 53, 4, 6
2021/4/5, 84, , 103, 58, 4, 5
2021/4/6, 101, , 119, 54, 4, 3
2021/4/7, 84, , 84, 41, 3, 3
2021/4/8, 90, , 101, 30, 2, 3
2021/4/9, 53, , 107, 20, 3, 3
2021/4/10, 58, , 105, 19, 3, 3
2021/4/11, 69, , 99, 28, 3, 2
2021/4/12, 68, , 95, 36, 3, 3
2021/4/13, 62, , 121, 39, 4, 3
2021/4/14, 73, , 109, 46, 6, 5
2021/4/15, 122, , 102, 34, 4, 4
2021/4/16, 136, , 114, 31, 4, 4
2021/4/17, 103, , 139, 62, 5, 7
2021/4/18, 125, , 135, 94, 6, 10
2021/4/19, 148, , 111, 48, 4, 6
2021/4/20, 117, , 102, 23, 2, 3
2021/4/21, 59, , 105, 27, 3, 3
2021/4/22, 50, , 105, 29, 4, 4
2021/4/23, 81, , 125, 15, 2, 3
2021/4/24, 91, , 106, 41, 3, 5
2021/4/25, 79, , 110, 41, 2, 6
2021/4/26, 97, , 80, 26, 2, 4
2021/4/27, 81, , 92, 33, 3, 5
2021/4/28, 102, , 95, 30, 4, 6
2021/4/29, 130, , 88, 33, 3, 9
2021/4/30, 138, , 99, 28, 3, 7
2021/5/1, 91, , 82, 41, 3, 7
2021/5/2, 83, , 82, 38, 5, 6
2021/5/3, 93, , 87, 39, 4, 4
2021/5/4, 92, , 100, 41, 4, 5
2021/5/5, 112, , 98, 31, 3, 5
2021/5/6, 69, , 92, 23, 3, 5
2021/5/7, 73, , 94, 25, 3, 6
2021/5/8, 92, , 114, 57, 4, 7
2021/5/9, 113, , 98, 14, 2, 5
2021/5/10, 110, , 125, 16, 2, 5
2021/5/11, 86, , 99, 19, 2, 6
2021/5/12, 81, , 98, 15, 2, 5
2021/5/13, 79, , 90, 11, 2, 5
2021/5/14, 78, , 87, 5, 2, 5
2021/5/15, 68, , 87, 14, 2, 6
2021/5/16, 61, , 90, 5, 2, 6
2021/5/17, 57, , 81, 15, 2, 6
2021/5/18, 57, , 70, 20, 2, 7
2021/5/19, 68, , 66, 16, 2, 6
2021/5/20, 67, , 79, 7, 2, 6
2021/5/21, 51, , 104, 5, 2, 6
2021/5/22, 50, , 103, 13, 2, 7
2021/5/23, 66, , 110, 18, 2, 8
2021/5/24, 64, , 93, 24, 3, 9
2021/5/25, 70, , 87, 37, 3, 11
2021/5/26, 74, , 104, 36, 3, 11
2021/5/27, 93, , 96, 10, 3, 10
2021/5/28, 84, , 94, 5, 2, 10
2021/5/29, 69, , 93, 18, 3, 7
2021/5/30, 65, , 157, 36, 4, 4
2021/5/31, 98, , 84, 11, 3, 3
2021/6/1, 62, , 100, 14, 3, 5
2021/6/2, 60, , 99, 18, 4, 7
2021/6/3, 64, , 105, 12, 3, 7
2021/6/4, 59, , 111, 6, 3, 7
2021/6/5, 59, , 100, 18, 3, 7
2021/6/6, 72, , 97, 25, 3, 8
2021/6/7, 76, , 100, 21, 3, 9
2021/6/8, 59, , 96, 31, 3, 10
2021/6/9, 74, , 91, 33, 3, 8
2021/6/10, 84, , 71, 14, 2, 2
2021/6/11, 65, , 90, 12, 3, 2
2021/6/12, 73, , 96, 14, 2, 2
2021/6/13, 87, , 103, 17, 2, 1
2021/6/14, 92, , 93, 17, 2, 2
2021/6/15, 60, , 83, 22, 2, 2
2021/6/16, 64, , 87, 18, 2, 2
2021/6/17, 51, , 100, 14, 2, 3
2021/6/18, 73, , 102, 9, 3, 3
2021/6/19, 78, , 96, 21, 3, 3
2021/6/20, 73, , 103, 23, 3, 4
2021/6/21, 77, , 87, 26, 3, 4
2021/6/22, 69, , 79, 13, 3, 4
2021/6/23, 76, , 82, 18, 2, 4
2021/6/24, 101, , 85, 20, 2, 5
2021/6/25, 111, , 73, 13, 2, 5
2021/6/26, 112, , 79, 21, 2, 5
2021/6/27, 124, , 81, 28, 2, 6
2021/6/28, 108, , 77, 24, 2, 5
2021/6/29, 134, , 72, 21, 2, 5
2021/6/30, 147, , 69, 15, 2, 5
2021/1/4, 158, , 29, 31, 1, 7
2021/1/5, 160, , 21, 27, 1, 6
2021/1/6, 147, , 27, 38, 2, 6
2021/1/7, 117, , 33, 20, 2, 4
2021/1/8, 90, , 41, 18, 2, 5
2021/1/9, 101, , 35, 32, 10, 6
2021/1/10, 113, , 24, 41, 1, 6
2021/1/11, 116, , 21, 35, 1, 6
2021/1/12, 106, , 31, 19, 1, 3
2021/1/13, 95, , 35, 8, , 3
2021/1/14, 56, , 26, 12, 1, 5
2021/1/15, 50, , 34, 7, , 3
2021/1/16, 66, , 35, 11, 1, 3
2021/1/17, 48, , 25, 18, 1, 4
2021/1/18, 52, , 32, 16, 1, 3
2021/1/19, 53, , 35, 9, , 3
2021/1/20, 43, , 31, 22, 1, 5
2021/1/21, 65, , 34, 14, 1, 5
2021/1/22, 63, , 34, 14, 1, 5
2021/1/23, 52, , 30, 33, 1, 8
2021/1/24, 92, , 27, 28, 2, 8
2021/1/25, 93, , 28, 31, 1, 8
2021/1/26, 111, , 36, 33, 2, 8
2021/1/27, 113, , 33, 17, 1, 4
2021/1/28, 76, , 35, 6, , 4
2021/1/29, 54, , 33, 8, 1, 5
2021/1/30, 47, , 35, 11, 1, 4
2021/1/31, 54, , , , , 
2021/2/15, 21, , 85, 21, 3, 7
2021/2/16, 65, , 85, 11, 2, 6
2021/2/17, 37, , 69, 21, 3, 7
2021/2/18, 42, , 54, 21, 3, 7
2021/2/19, 41, , 89, 20, 3, 8
2021/2/20, 56, , 93, 43, 4, 10
2021/2/21, 72, , 72, 49, 4, 10
2021/2/22, 90, , 74, 39, 5, 8
2021/2/23, 88, , 91, 36, 4, 9
2021/2/24, 93, , 94, 46, 3, 9
2021/2/25, 90, , 107, 35, 3, 9
2021/2/26, 105, , 116, 26, 5, 8
2021/2/27, 94, , 93, 40, 4, 8
2021/2/28, 83, , 94, 44, 4, 8
2021/3/1, 76, , 93, 41, 3, 8
2021/3/2, 84, , 75, 41, 3, 9
2021/3/3, 65, , 75, 32, 3, 7
2021/3/4, 47, , 95, 34, 3, 8
2021/3/5, 68, , 104, 28, 3, 7
2021/3/6, 64, , 80, 40, 3, 8
2021/3/7, 73, , 74, 45, 3, 7
2021/3/8, 66, , 70, 46, 3, 8
2021/3/9, 76, , 46, 73, 4, 12
2021/3/10, 108, , 88, 39, 2, 7
2021/3/11, 128, , 90, 19, 2, 6
2021/3/12, 61, , 84, 19, 3, 8
2021/3/13, 56, , 86, 41, 3, 9
2021/3/14, 75, , 88, 41, 4, 9
2021/3/15, 102, , 74, 43, 3, 9
2021/3/16, 99, , 86, 36, 4, 8
2021/3/17, 87, , 90, 29, 4, 8
2021/3/18, 94, , 93, 29, 4, 9
2021/3/19, 131, , 79, 24, 4, 11
2021/3/20, 86, , 75, 75, 5, 16
2021/3/21, 108, , 44, 56, 4, 11
2021/3/22, 127, , 94, 26, 3, 10
2021/3/23, 134, , 98, 18, 2, 6
2021/3/24, 138, , 95, 24, 2, 3
2021/3/25, 85, , 104, 22, 2, 3
2021/3/26, 67, , 103, 9, 2, 2
2021/3/27, 53, , 110, 15, 3, 3
2021/3/28, 56, , 110, 35, 3, 4
2021/3/29, 61, , 114, 32, 4, 4
2021/3/30, 69, , 118, 25, 3, 3
2021/3/31, 68, , 103, 36, 3, 3
2020/10/1, 85, , 36, 9, , 4
2020/10/2, 56, , 39, 3, 1, 3
2020/10/3, 43, , 36, 12, 1, 5
2020/10/4, 54, , 38, 14, 1, 4
2020/10/5, 70, , 53, 14, 1, 5
2020/10/6, 75, , 71, 27, 1, 7
2020/10/7, 106, , 77, 31, 1, 8
2020/10/8, 117, , 49, 17, , 7
2020/10/9, 120, , 26, 4, , 4
2020/10/10, 74, , 28, 10, , 5
2020/10/11, 58, , 30, 12, , 7
2020/10/12, 45, , 30, 16, 1, 7
2020/10/13, 67, , 28, 16, , 7
2020/10/14, 69, , 28, 15, 1, 7
2020/10/15, 87, , 32, 9, , 5
2020/10/16, 60, , 35, 7, , 5
2020/10/17, 54, , 39, 17, 1, 6
2020/10/18, 85, , 41, 15, 1, 6
2020/10/19, 90, , 29, 14, 1, 6
2020/10/20, 99, , 26, 12, 1, 6
2020/10/21, 73, , 32, 22, 1, 7
2020/10/22, 82, , 44, 15, , 7
2020/10/23, 103, , 39, 7, , 6
2020/10/24, 104, , 35, 17, 1, 6
2020/10/25, 81, , 35, 21, 1, 7
2020/10/26, 91, , 33, 19, 1, 7
2020/10/27, 87, , 31, 16, 1, 6
2020/10/28, 78, , 32, 15, 1, 6
2020/10/29, 77, , 35, 12, 1, 7
2020/10/30, 103, , 29, 6, 1, 6
2020/10/31, 60, , 30, 13, 1, 6
2020/11/1, 56, , 31, 16, 1, 6
2020/11/2, 51, , 31, 17, 1, 6
2020/11/3, 55, , 36, 13, 1, 6
2020/11/4, 56, , 33, 12, 1, 6
2020/11/5, 63, , 33, 13, 1, 7
2020/11/6, 77, , 45, 14, 1, 7
2020/11/7, 71, , 40, 27, 1, 8
2020/11/8, 83, , 38, 30, 1, 9
2020/11/9, 106, , 40, 27, 1, 7
2020/11/10, 88, , 40, 25, 1, 8
2020/11/11, 79, , 38, 27, 1, 8
2020/11/12, 81, , 40, 21, 1, 9
2020/11/13, 95, , 42, 16, 1, 7
2020/11/14, 87, , 23, 21, 1, 7
2020/11/15, 59, , 32, 20, 1, 8
2020/11/16, 263, , 34, 25, 2, 9
2020/11/17, 78, , 31, 26, 1, 8
2020/11/18, 81, , 32, 31, 2, 10
2020/11/19, 102, , 36, 10, 1, 7
2020/11/20, 74, , 30, 8, 1, 7
2020/11/21, 26, , 34, 21, 1, 9
2020/11/22, 57, , 28, 20, 1, 7
2020/11/23, 70, , 25, 34, 2, 6
2020/11/24, 75, , 34, 24, 2, 3
2020/11/25, 68, , 25, 18, 1, 2
2020/11/26, 39, , 30, 18, 1, 3
2020/11/27, 66, , 29, 14, 1, 6
2020/11/28, 75, , 31, 24, 2, 5
